symbol,strike,co_b,co_s,po_b,po_s,fut_b,fut_s
JIOFIN,0.0,0.0,0.0,0.0,0.0,157.0,0.0
JIOFIN,200.0,0.0,0.0,1.0,0.0,0.0,0.0
JIOFIN,220.0,0.0,0.0,4.0,0.0,0.0,0.0
JIOFIN,225.0,0.0,0.0,2.0,2.0,0.0,0.0
JIOFIN,227.5,0.0,0.0,0.0,1.0,0.0,0.0
JIOFIN,230.0,1.0,0.0,4.0,2.0,0.0,0.0
JIOFIN,235.0,0.0,1.0,0.0,3.0,0.0,0.0
JIOFIN,237.5,1.0,0.0,0.0,0.0,0.0,0.0
JIOFIN,240.0,11.0,6.0,7.0,6.0,0.0,0.0
JIOFIN,242.5,2.0,0.0,0.0,0.0,0.0,0.0
JIOFIN,245.0,9.0,2.0,0.0,2.0,0.0,0.0
JIOFIN,250.0,18.0,7.0,0.0,11.0,0.0,0.0
JIOFIN,252.5,1.0,1.0,0.0,0.0,0.0,0.0
JIOFIN,255.0,3.0,1.0,0.0,4.0,0.0,0.0
JIOFIN,257.5,1.0,0.0,0.0,0.0,0.0,0.0
JIOFIN,260.0,19.0,8.0,0.0,10.0,0.0,0.0
JIOFIN,265.0,2.0,2.0,0.0,1.0,0.0,0.0
JIOFIN,270.0,4.0,4.0,0.0,5.0,0.0,0.0
JIOFIN,275.0,1.0,1.0,0.0,1.0,0.0,0.0
JIOFIN,280.0,2.0,3.0,0.0,10.0,0.0,0.0
JIOFIN,285.0,1.0,1.0,0.0,0.0,0.0,0.0
JIOFIN,290.0,1.0,1.0,0.0,0.0,0.0,0.0
JSWENERGY,0.0,0.0,0.0,0.0,0.0,21.0,0.0
JSWENERGY,530.0,1.0,2.0,1.0,0.0,0.0,0.0
JSWENERGY,540.0,1.0,1.0,0.0,0.0,0.0,0.0
JSWENERGY,550.0,1.0,1.0,0.0,0.0,0.0,0.0
JSWENERGY,560.0,1.0,0.0,1.0,2.0,0.0,0.0
JSWENERGY,580.0,1.0,0.0,0.0,0.0,0.0,0.0
JSWENERGY,600.0,1.0,0.0,0.0,0.0,0.0,0.0
JSWSTEEL,0.0,0.0,0.0,0.0,0.0,11.0,2.0
JSWSTEEL,1200.0,0.0,0.0,1.0,1.0,0.0,0.0
JSWSTEEL,1220.0,0.0,0.0,1.0,0.0,0.0,0.0
JSWSTEEL,1260.0,0.0,0.0,0.0,2.0,0.0,0.0
JSWSTEEL,1280.0,0.0,0.0,0.0,2.0,0.0,0.0
JSWSTEEL,1300.0,0.0,7.0,0.0,1.0,0.0,0.0
JSWSTEEL,1320.0,3.0,5.0,1.0,0.0,0.0,0.0
JSWSTEEL,1340.0,5.0,3.0,0.0,0.0,0.0,0.0
JSWSTEEL,1360.0,3.0,3.0,0.0,0.0,0.0,0.0
JSWSTEEL,1380.0,0.0,1.0,0.0,0.0,0.0,0.0
JSWSTEEL,1400.0,1.0,1.0,0.0,0.0,0.0,0.0
JUBLFOOD,0.0,0.0,0.0,0.0,0.0,22.0,2.0
JUBLFOOD,470.0,0.0,1.0,0.0,0.0,0.0,0.0
JUBLFOOD,475.0,0.0,1.0,0.0,0.0,0.0,0.0
JUBLFOOD,480.0,0.0,1.0,1.0,0.0,0.0,0.0
JUBLFOOD,490.0,0.0,0.0,1.0,2.0,0.0,0.0
JUBLFOOD,500.0,4.0,0.0,0.0,8.0,0.0,0.0
JUBLFOOD,510.0,1.0,11.0,0.0,0.0,0.0,0.0
JUBLFOOD,520.0,1.0,1.0,0.0,0.0,0.0,0.0
JUBLFOOD,550.0,1.0,1.0,0.0,0.0,0.0,0.0
JUBLFOOD,560.0,0.0,1.0,0.0,0.0,0.0,0.0
KALYANKJIL,0.0,0.0,0.0,0.0,0.0,15.0,3.0
KALYANKJIL,500.0,0.0,0.0,0.0,1.0,0.0,0.0
KALYANKJIL,530.0,0.0,0.0,0.0,1.0,0.0,0.0
KALYANKJIL,560.0,0.0,1.0,0.0,1.0,0.0,0.0
KALYANKJIL,570.0,0.0,0.0,1.0,0.0,0.0,0.0
KALYANKJIL,590.0,1.0,1.0,1.0,0.0,0.0,0.0
KALYANKJIL,595.0,0.0,0.0,2.0,0.0,0.0,0.0
KALYANKJIL,600.0,4.0,0.0,2.0,0.0,0.0,0.0
KALYANKJIL,605.0,0.0,0.0,2.0,0.0,0.0,0.0
KALYANKJIL,610.0,1.0,0.0,2.0,0.0,0.0,0.0
KALYANKJIL,615.0,0.0,0.0,2.0,0.0,0.0,0.0
KALYANKJIL,620.0,1.0,1.0,1.0,2.0,0.0,0.0
KALYANKJIL,625.0,1.0,1.0,1.0,0.0,0.0,0.0
KALYANKJIL,630.0,0.0,1.0,0.0,0.0,0.0,0.0
KALYANKJIL,640.0,1.0,3.0,0.0,0.0,0.0,0.0
KALYANKJIL,645.0,0.0,1.0,0.0,0.0,0.0,0.0
KALYANKJIL,650.0,0.0,1.0,0.0,0.0,0.0,0.0
KALYANKJIL,700.0,1.0,0.0,0.0,0.0,0.0,0.0
KAYNES,0.0,0.0,0.0,0.0,0.0,33.0,19.0
KAYNES,3000.0,0.0,0.0,1.0,1.0,0.0,0.0
KAYNES,3100.0,0.0,0.0,0.0,2.0,0.0,0.0
KAYNES,3200.0,0.0,0.0,1.0,0.0,0.0,0.0
KAYNES,3400.0,0.0,1.0,0.0,0.0,0.0,0.0
KAYNES,3500.0,0.0,0.0,0.0,2.0,0.0,0.0
KAYNES,3550.0,1.0,0.0,0.0,0.0,0.0,0.0
KAYNES,3600.0,1.0,0.0,0.0,2.0,0.0,0.0
KAYNES,3650.0,1.0,0.0,0.0,0.0,0.0,0.0
KAYNES,3700.0,1.0,0.0,0.0,1.0,0.0,0.0
KAYNES,3800.0,4.0,0.0,0.0,1.0,0.0,0.0
KAYNES,3850.0,0.0,0.0,0.0,19.0,0.0,0.0
KAYNES,3900.0,0.0,2.0,0.0,0.0,0.0,0.0
KAYNES,4000.0,4.0,4.0,0.0,0.0,0.0,0.0
KAYNES,4050.0,1.0,0.0,0.0,0.0,0.0,0.0
KAYNES,4100.0,2.0,1.0,0.0,0.0,0.0,0.0
KAYNES,4200.0,1.0,1.0,0.0,0.0,0.0,0.0
KAYNES,4300.0,0.0,1.0,0.0,0.0,0.0,0.0
KAYNES,4400.0,3.0,1.0,0.0,0.0,0.0,0.0
KEI,0.0,0.0,0.0,0.0,0.0,12.0,2.0
KEI,4000.0,0.0,0.0,0.0,1.0,0.0,0.0
KEI,4500.0,0.0,0.0,0.0,2.0,0.0,0.0
KEI,4600.0,0.0,0.0,0.0,1.0,0.0,0.0
KEI,4800.0,3.0,0.0,0.0,0.0,0.0,0.0
KEI,4900.0,1.0,0.0,1.0,0.0,0.0,0.0
KEI,5000.0,5.0,0.0,0.0,0.0,0.0,0.0
KEI,5100.0,3.0,0.0,0.0,0.0,0.0,0.0
KEI,5500.0,2.0,1.0,0.0,0.0,0.0,0.0
KEI,5600.0,3.0,0.0,0.0,0.0,0.0,0.0
KEI,5700.0,1.0,0.0,0.0,1.0,0.0,0.0
KFINTECH,0.0,0.0,0.0,0.0,0.0,14.0,0.0
KFINTECH,860.0,0.0,0.0,0.0,2.0,0.0,0.0
KFINTECH,940.0,2.0,0.0,1.0,0.0,0.0,0.0
KFINTECH,980.0,1.0,0.0,0.0,0.0,0.0,0.0
KFINTECH,1000.0,1.0,1.0,0.0,0.0,0.0,0.0
KFINTECH,1080.0,2.0,0.0,0.0,0.0,0.0,0.0
KOTAKBANK,0.0,0.0,0.0,0.0,0.0,14.0,1.0
KOTAKBANK,380.0,0.0,0.0,0.0,1.0,0.0,0.0
KOTAKBANK,390.0,0.0,1.0,2.0,0.0,0.0,0.0
KOTAKBANK,395.0,0.0,1.0,0.0,0.0,0.0,0.0
KOTAKBANK,400.0,0.0,10.0,1.0,1.0,0.0,0.0
KOTAKBANK,405.0,0.0,2.0,2.0,1.0,0.0,0.0
KOTAKBANK,410.0,0.0,1.0,2.0,1.0,0.0,0.0
KOTAKBANK,420.0,2.0,3.0,0.0,2.0,0.0,0.0
KOTAKBANK,425.0,4.0,1.0,0.0,1.0,0.0,0.0
KOTAKBANK,430.0,4.0,0.0,0.0,0.0,0.0,0.0
KOTAKBANK,435.0,0.0,1.0,0.0,0.0,0.0,0.0
KOTAKBANK,440.0,0.0,1.0,0.0,0.0,0.0,0.0
KOTAKBANK,445.0,1.0,0.0,0.0,0.0,0.0,0.0
KOTAKBANK,450.0,1.0,1.0,0.0,0.0,0.0,0.0
KOTAKBANK,455.0,1.0,0.0,0.0,0.0,0.0,0.0
KOTAKBANK,460.0,1.0,0.0,0.0,0.0,0.0,0.0
KOTAKBANK,470.0,1.0,0.0,0.0,0.0,0.0,0.0
KPITTECH,0.0,0.0,0.0,0.0,0.0,24.0,0.0
KPITTECH,500.0,0.0,0.0,1.0,1.0,0.0,0.0
KPITTECH,550.0,0.0,0.0,0.0,1.0,0.0,0.0
KPITTECH,560.0,1.0,0.0,0.0,0.0,0.0,0.0
KPITTECH,580.0,2.0,0.0,0.0,0.0,0.0,0.0
KPITTECH,590.0,5.0,0.0,0.0,0.0,0.0,0.0
KPITTECH,600.0,9.0,0.0,0.0,0.0,0.0,0.0
KPITTECH,610.0,4.0,0.0,0.0,0.0,0.0,0.0
KPITTECH,620.0,2.0,0.0,0.0,0.0,0.0,0.0
KPITTECH,640.0,1.0,0.0,0.0,0.0,0.0,0.0
KPITTECH,650.0,1.0,1.0,0.0,0.0,0.0,0.0
KPITTECH,700.0,5.0,1.0,0.0,0.0,0.0,0.0
LAURUSLABS,0.0,0.0,0.0,0.0,0.0,12.0,5.0
LAURUSLABS,1600.0,0.0,0.0,0.0,1.0,0.0,0.0
LAURUSLABS,1680.0,0.0,0.0,0.0,1.0,0.0,0.0
LAURUSLABS,1700.0,0.0,0.0,0.0,1.0,0.0,0.0
LAURUSLABS,1800.0,3.0,0.0,1.0,1.0,0.0,0.0
LAURUSLABS,1820.0,0.0,1.0,2.0,2.0,0.0,0.0
LAURUSLABS,1840.0,1.0,1.0,0.0,0.0,0.0,0.0
LAURUSLABS,1860.0,0.0,2.0,0.0,2.0,0.0,0.0
LAURUSLABS,1880.0,0.0,2.0,0.0,1.0,0.0,0.0
LAURUSLABS,1900.0,1.0,1.0,0.0,0.0,0.0,0.0
LAURUSLABS,1920.0,2.0,1.0,0.0,0.0,0.0,0.0
LAURUSLABS,1960.0,0.0,1.0,0.0,0.0,0.0,0.0
LAURUSLABS,1980.0,1.0,0.0,0.0,0.0,0.0,0.0
LAURUSLABS,2000.0,0.0,3.0,0.0,0.0,0.0,0.0
LAURUSLABS,2040.0,1.0,1.0,0.0,0.0,0.0,0.0
LAURUSLABS,2080.0,1.0,1.0,0.0,0.0,0.0,0.0
LAURUSLABS,2120.0,0.0,1.0,0.0,0.0,0.0,0.0
LICHSGFIN,0.0,0.0,0.0,0.0,0.0,17.0,0.0
LICHSGFIN,500.0,0.0,1.0,1.0,1.0,0.0,0.0
LICHSGFIN,510.0,0.0,0.0,1.0,0.0,0.0,0.0
LICHSGFIN,520.0,0.0,1.0,0.0,1.0,0.0,0.0
LICHSGFIN,530.0,0.0,1.0,0.0,1.0,0.0,0.0
LICHSGFIN,540.0,1.0,0.0,0.0,0.0,0.0,0.0
LICHSGFIN,550.0,1.0,2.0,0.0,0.0,0.0,0.0
LICHSGFIN,560.0,0.0,1.0,0.0,1.0,0.0,0.0
LICHSGFIN,570.0,0.0,0.0,0.0,1.0,0.0,0.0
LICHSGFIN,600.0,1.0,3.0,0.0,1.0,0.0,0.0
LICI,0.0,0.0,0.0,0.0,0.0,41.0,1.0
LICI,390.0,0.0,0.0,0.0,1.0,0.0,0.0
LICI,400.0,0.0,0.0,0.0,4.0,0.0,0.0
LICI,410.0,0.0,0.0,1.0,2.0,0.0,0.0
LICI,420.0,0.0,2.0,0.0,1.0,0.0,0.0
LICI,425.0,1.0,0.0,0.0,0.0,0.0,0.0
LICI,430.0,3.0,1.0,0.0,2.0,0.0,0.0
LICI,440.0,3.0,2.0,0.0,0.0,0.0,0.0
LICI,450.0,2.0,1.0,0.0,0.0,0.0,0.0
LICI,490.0,0.0,1.0,0.0,0.0,0.0,0.0
LICI,500.0,0.0,1.0,0.0,0.0,0.0,0.0
LODHA,0.0,0.0,0.0,0.0,0.0,10.0,2.0
LODHA,1100.0,0.0,0.0,0.0,1.0,0.0,0.0
LODHA,1160.0,0.0,2.0,1.0,0.0,0.0,0.0
LODHA,1180.0,0.0,0.0,1.0,0.0,0.0,0.0
LODHA,1200.0,1.0,0.0,1.0,1.0,0.0,0.0
LODHA,1220.0,0.0,0.0,1.0,0.0,0.0,0.0
LODHA,1240.0,0.0,0.0,1.0,0.0,0.0,0.0
LODHA,1260.0,3.0,1.0,1.0,0.0,0.0,0.0
LODHA,1280.0,2.0,0.0,0.0,0.0,0.0,0.0
LODHA,1300.0,3.0,0.0,0.0,0.0,0.0,0.0
LODHA,1380.0,1.0,0.0,0.0,0.0,0.0,0.0
LODHA,1400.0,1.0,1.0,0.0,0.0,0.0,0.0
LODHA,1420.0,1.0,0.0,0.0,0.0,0.0,0.0
LT,0.0,0.0,0.0,0.0,0.0,66.0,3.0
LT,3600.0,0.0,0.0,0.0,1.0,0.0,0.0
LT,3700.0,0.0,0.0,1.0,1.0,0.0,0.0
LT,3800.0,1.0,0.0,1.0,0.0,0.0,0.0
LT,3900.0,0.0,0.0,0.0,1.0,0.0,0.0
LT,4000.0,8.0,2.0,0.0,6.0,0.0,0.0
LT,4050.0,2.0,0.0,0.0,2.0,0.0,0.0
LT,4100.0,16.0,3.0,0.0,4.0,0.0,0.0
LT,4150.0,1.0,0.0,0.0,1.0,0.0,0.0
LT,4200.0,3.0,6.0,0.0,1.0,0.0,0.0
LT,4250.0,1.0,0.0,0.0,0.0,0.0,0.0
LT,4300.0,0.0,11.0,0.0,0.0,0.0,0.0
LT,4500.0,0.0,4.0,0.0,0.0,0.0,0.0
LTF,0.0,0.0,0.0,0.0,0.0,17.0,0.0
LTF,270.0,0.0,1.0,0.0,0.0,0.0,0.0
LTF,280.0,0.0,0.0,1.0,0.0,0.0,0.0
LTF,290.0,0.0,0.0,0.0,2.0,0.0,0.0
LTF,300.0,0.0,2.0,1.0,3.0,0.0,0.0
LTF,310.0,0.0,1.0,0.0,4.0,0.0,0.0
LTF,315.0,2.0,0.0,0.0,0.0,0.0,0.0
LTF,320.0,2.0,6.0,0.0,3.0,0.0,0.0
LTF,325.0,0.0,2.0,0.0,0.0,0.0,0.0
LTF,330.0,1.0,3.0,0.0,0.0,0.0,0.0
LTF,340.0,2.0,1.0,0.0,0.0,0.0,0.0
LTF,360.0,0.0,1.0,0.0,0.0,0.0,0.0
LTM,0.0,0.0,0.0,0.0,0.0,17.0,0.0
LTM,3800.0,0.0,0.0,1.0,1.0,0.0,0.0
LTM,4300.0,0.0,0.0,0.0,1.0,0.0,0.0
LTM,4400.0,0.0,2.0,2.0,2.0,0.0,0.0
LTM,4450.0,0.0,1.0,1.0,0.0,0.0,0.0
LTM,4500.0,1.0,0.0,0.0,2.0,0.0,0.0
LTM,4550.0,1.0,0.0,0.0,0.0,0.0,0.0
LTM,4600.0,1.0,9.0,0.0,2.0,0.0,0.0
LTM,4650.0,1.0,0.0,0.0,0.0,0.0,0.0
LTM,4700.0,2.0,0.0,0.0,1.0,0.0,0.0
LTM,4800.0,0.0,0.0,0.0,1.0,0.0,0.0
LTM,4900.0,0.0,1.0,0.0,0.0,0.0,0.0
LTM,5000.0,0.0,1.0,0.0,0.0,0.0,0.0
LTM,5300.0,1.0,0.0,0.0,0.0,0.0,0.0
LUPIN,0.0,0.0,0.0,0.0,0.0,14.0,0.0
LUPIN,2000.0,0.0,0.0,1.0,1.0,0.0,0.0
LUPIN,2100.0,1.0,0.0,1.0,0.0,0.0,0.0
LUPIN,2140.0,1.0,0.0,0.0,1.0,0.0,0.0
LUPIN,2160.0,0.0,0.0,1.0,6.0,0.0,0.0
LUPIN,2200.0,0.0,0.0,0.0,2.0,0.0,0.0
LUPIN,2260.0,0.0,1.0,0.0,2.0,0.0,0.0
LUPIN,2280.0,0.0,0.0,0.0,1.0,0.0,0.0
LUPIN,2300.0,0.0,0.0,0.0,2.0,0.0,0.0
LUPIN,2360.0,0.0,1.0,0.0,0.0,0.0,0.0
LUPIN,2400.0,0.0,1.0,0.0,2.0,0.0,0.0
LUPIN,2500.0,1.0,0.0,0.0,0.0,0.0,0.0
M&M,0.0,0.0,0.0,0.0,0.0,38.0,4.0
M&M,2700.0,0.0,1.0,0.0,0.0,0.0,0.0
M&M,2900.0,0.0,0.0,1.0,3.0,0.0,0.0
M&M,2950.0,0.0,0.0,1.0,2.0,0.0,0.0
M&M,3000.0,0.0,1.0,1.0,0.0,0.0,0.0
M&M,3050.0,0.0,0.0,1.0,0.0,0.0,0.0
M&M,3100.0,0.0,2.0,1.0,2.0,0.0,0.0
M&M,3200.0,3.0,2.0,2.0,4.0,0.0,0.0
M&M,3250.0,2.0,0.0,0.0,0.0,0.0,0.0
M&M,3300.0,2.0,4.0,0.0,4.0,0.0,0.0
M&M,3350.0,0.0,2.0,0.0,1.0,0.0,0.0
M&M,3400.0,11.0,4.0,0.0,4.0,0.0,0.0
M&M,3450.0,1.0,1.0,0.0,0.0,0.0,0.0
M&M,3500.0,3.0,3.0,0.0,1.0,0.0,0.0
M&M,3550.0,0.0,2.0,0.0,1.0,0.0,0.0
M&M,3600.0,1.0,2.0,0.0,1.0,0.0,0.0
M&M,3700.0,0.0,1.0,0.0,0.0,0.0,0.0
M&M,3750.0,0.0,1.0,0.0,0.0,0.0,0.0
M&M,3800.0,0.0,2.0,0.0,1.0,0.0,0.0
M&M,3900.0,0.0,1.0,0.0,0.0,0.0,0.0
MAHABANK,0.0,0.0,0.0,0.0,0.0,3.0,0.0
MAHABANK,85.0,0.0,0.0,1.0,0.0,0.0,0.0
MAHABANK,86.0,1.0,0.0,0.0,0.0,0.0,0.0
MAHABANK,89.0,1.0,0.0,0.0,0.0,0.0,0.0
MAHABANK,90.0,3.0,1.0,0.0,0.0,0.0,0.0
MAHABANK,92.0,1.0,0.0,0.0,0.0,0.0,0.0
MAHABANK,95.0,0.0,1.0,0.0,0.0,0.0,0.0
MANAPPURAM,0.0,0.0,0.0,0.0,0.0,18.0,0.0
MANAPPURAM,320.0,0.0,0.0,1.0,0.0,0.0,0.0
MANAPPURAM,325.0,0.0,0.0,1.0,0.0,0.0,0.0
MANAPPURAM,330.0,0.0,1.0,0.0,1.0,0.0,0.0
MANAPPURAM,340.0,1.0,3.0,0.0,2.0,0.0,0.0
MANAPPURAM,345.0,0.0,1.0,0.0,0.0,0.0,0.0
MANAPPURAM,350.0,2.0,1.0,1.0,1.0,0.0,0.0
MANAPPURAM,360.0,2.0,0.0,0.0,1.0,0.0,0.0
MANAPPURAM,370.0,2.0,0.0,0.0,0.0,0.0,0.0
MANAPPURAM,375.0,1.0,1.0,0.0,0.0,0.0,0.0
MANAPPURAM,380.0,0.0,2.0,0.0,0.0,0.0,0.0
MANAPPURAM,385.0,0.0,1.0,0.0,0.0,0.0,0.0
MANAPPURAM,390.0,2.0,0.0,0.0,0.0,0.0,0.0
MANKIND,0.0,0.0,0.0,0.0,0.0,7.0,0.0
MANKIND,2300.0,0.0,0.0,1.0,1.0,0.0,0.0
MANKIND,2400.0,2.0,0.0,0.0,2.0,0.0,0.0
MANKIND,2460.0,1.0,0.0,0.0,0.0,0.0,0.0
MARICO,0.0,0.0,0.0,0.0,0.0,4.0,0.0
MARICO,760.0,0.0,1.0,0.0,0.0,0.0,0.0
MARICO,820.0,0.0,0.0,1.0,1.0,0.0,0.0
MARICO,830.0,0.0,1.0,0.0,0.0,0.0,0.0
MARICO,850.0,2.0,0.0,0.0,0.0,0.0,0.0
MARICO,880.0,0.0,1.0,0.0,0.0,0.0,0.0
MARUTI,0.0,0.0,0.0,0.0,0.0,36.0,0.0
MARUTI,11700.0,0.0,0.0,0.0,1.0,0.0,0.0
MARUTI,11800.0,0.0,0.0,0.0,2.0,0.0,0.0
MARUTI,12000.0,0.0,0.0,2.0,1.0,0.0,0.0
MARUTI,12200.0,0.0,0.0,0.0,1.0,0.0,0.0
MARUTI,12300.0,0.0,0.0,0.0,1.0,0.0,0.0
MARUTI,12400.0,0.0,0.0,0.0,1.0,0.0,0.0
MARUTI,12500.0,0.0,0.0,2.0,2.0,0.0,0.0
MARUTI,12600.0,0.0,0.0,2.0,1.0,0.0,0.0
MARUTI,12700.0,2.0,0.0,0.0,1.0,0.0,0.0
MARUTI,12800.0,2.0,0.0,0.0,0.0,0.0,0.0
MARUTI,12900.0,4.0,0.0,0.0,0.0,0.0,0.0
MARUTI,13000.0,11.0,1.0,0.0,1.0,0.0,0.0
MARUTI,13100.0,3.0,0.0,0.0,0.0,0.0,0.0
MARUTI,13200.0,2.0,0.0,0.0,0.0,0.0,0.0
MARUTI,13300.0,1.0,0.0,0.0,0.0,0.0,0.0
MARUTI,13400.0,4.0,0.0,0.0,0.0,0.0,0.0
MARUTI,13500.0,7.0,0.0,0.0,1.0,0.0,0.0
MARUTI,13600.0,6.0,0.0,0.0,0.0,0.0,0.0
MARUTI,13700.0,3.0,0.0,0.0,0.0,0.0,0.0
MARUTI,13800.0,6.0,0.0,0.0,0.0,0.0,0.0
MARUTI,13900.0,3.0,2.0,0.0,0.0,0.0,0.0
MARUTI,14000.0,12.0,4.0,0.0,1.0,0.0,0.0
MARUTI,14100.0,0.0,3.0,0.0,0.0,0.0,0.0
MARUTI,14200.0,1.0,3.0,0.0,0.0,0.0,0.0
MARUTI,14300.0,1.0,3.0,0.0,0.0,0.0,0.0
MARUTI,14400.0,1.0,1.0,0.0,0.0,0.0,0.0
MARUTI,14500.0,3.0,1.0,0.0,0.0,0.0,0.0
MARUTI,14700.0,0.0,2.0,0.0,0.0,0.0,0.0
MARUTI,15000.0,0.0,5.0,0.0,0.0,0.0,0.0
MAXHEALTH,0.0,0.0,0.0,0.0,0.0,13.0,0.0
MAXHEALTH,970.0,0.0,0.0,1.0,0.0,0.0,0.0
MAXHEALTH,980.0,0.0,0.0,1.0,0.0,0.0,0.0
MAXHEALTH,990.0,1.0,0.0,0.0,0.0,0.0,0.0
MAXHEALTH,1000.0,0.0,1.0,0.0,1.0,0.0,0.0
MAXHEALTH,1020.0,2.0,1.0,0.0,0.0,0.0,0.0
MAXHEALTH,1050.0,1.0,0.0,0.0,0.0,0.0,0.0
MAXHEALTH,1060.0,0.0,1.0,0.0,1.0,0.0,0.0
MAXHEALTH,1100.0,2.0,0.0,0.0,1.0,0.0,0.0
MAXHEALTH,1120.0,1.0,0.0,0.0,0.0,0.0,0.0
MAXHEALTH,1150.0,1.0,0.0,0.0,0.0,0.0,0.0
MAXHEALTH,1200.0,1.0,0.0,0.0,0.0,0.0,0.0
MAZDOCK,0.0,0.0,0.0,0.0,0.0,32.0,2.0
MAZDOCK,2200.0,0.0,0.0,1.0,0.0,0.0,0.0
MAZDOCK,2400.0,0.0,0.0,1.0,2.0,0.0,0.0
MAZDOCK,2450.0,0.0,1.0,1.0,0.0,0.0,0.0
MAZDOCK,2500.0,3.0,3.0,0.0,3.0,0.0,0.0
MAZDOCK,2550.0,3.0,1.0,0.0,0.0,0.0,0.0
MAZDOCK,2600.0,8.0,1.0,1.0,1.0,0.0,0.0
MAZDOCK,2650.0,0.0,2.0,0.0,0.0,0.0,0.0
MAZDOCK,2700.0,6.0,0.0,0.0,0.0,0.0,0.0
MAZDOCK,2800.0,4.0,2.0,0.0,0.0,0.0,0.0
MAZDOCK,3000.0,1.0,4.0,0.0,0.0,0.0,0.0
MCX,0.0,0.0,0.0,0.0,0.0,18.0,9.0
MCX,2500.0,0.0,0.0,0.0,1.0,0.0,0.0
MCX,2700.0,0.0,0.0,1.0,1.0,0.0,0.0
MCX,2800.0,1.0,0.0,0.0,0.0,0.0,0.0
MCX,2900.0,0.0,1.0,0.0,2.0,0.0,0.0
MCX,2950.0,0.0,0.0,0.0,1.0,0.0,0.0
MCX,3000.0,0.0,2.0,1.0,1.0,0.0,0.0
MCX,3050.0,1.0,0.0,0.0,0.0,0.0,0.0
MCX,3100.0,1.0,1.0,0.0,1.0,0.0,0.0
MCX,3200.0,3.0,1.0,2.0,2.0,0.0,0.0
MCX,3250.0,0.0,0.0,1.0,2.0,0.0,0.0
MCX,3300.0,4.0,1.0,3.0,0.0,0.0,0.0
MCX,3350.0,5.0,0.0,0.0,0.0,0.0,0.0
MCX,3400.0,5.0,3.0,0.0,0.0,0.0,0.0
MCX,3500.0,3.0,4.0,0.0,0.0,0.0,0.0
MCX,3550.0,1.0,0.0,0.0,0.0,0.0,0.0
MCX,3600.0,0.0,1.0,0.0,0.0,0.0,0.0
MCX,3650.0,1.0,0.0,0.0,0.0,0.0,0.0
MCX,3700.0,1.0,1.0,0.0,0.0,0.0,0.0
MCX,3800.0,1.0,1.0,0.0,0.0,0.0,0.0
MFSL,0.0,0.0,0.0,0.0,0.0,5.0,0.0
MFSL,1560.0,1.0,1.0,0.0,0.0,0.0,0.0
MFSL,1600.0,2.0,1.0,0.0,0.0,0.0,0.0
MFSL,1660.0,0.0,0.0,0.0,1.0,0.0,0.0
MIDCPNIFTY,0.0,0.0,0.0,0.0,0.0,9.0,3.0
MIDCPNIFTY,14000.0,0.0,0.0,2.0,0.0,0.0,0.0
MIDCPNIFTY,14500.0,0.0,0.0,1.0,1.0,0.0,0.0
MIDCPNIFTY,14600.0,0.0,0.0,1.0,1.0,0.0,0.0
MIDCPNIFTY,14750.0,0.0,0.0,2.0,0.0,0.0,0.0
MIDCPNIFTY,14800.0,3.0,0.0,0.0,0.0,0.0,0.0
MIDCPNIFTY,15000.0,1.0,1.0,0.0,0.0,0.0,0.0
MIDCPNIFTY,15100.0,0.0,2.0,0.0,0.0,0.0,0.0
MIDCPNIFTY,15200.0,0.0,1.0,0.0,0.0,0.0,0.0
MIDCPNIFTY,15500.0,2.0,0.0,0.0,0.0,0.0,0.0
MOTHERSON,0.0,0.0,0.0,0.0,0.0,7.0,3.0
MOTHERSON,130.0,0.0,1.0,0.0,0.0,0.0,0.0
MOTHERSON,155.0,0.0,0.0,0.0,1.0,0.0,0.0
MOTHERSON,160.0,1.0,0.0,2.0,3.0,0.0,0.0
MOTHERSON,162.5,0.0,0.0,0.0,1.0,0.0,0.0
MOTHERSON,165.0,3.0,0.0,0.0,1.0,0.0,0.0
MOTHERSON,170.0,1.0,1.0,0.0,0.0,0.0,0.0
MOTHERSON,172.5,0.0,1.0,0.0,0.0,0.0,0.0
MOTHERSON,175.0,2.0,0.0,0.0,0.0,0.0,0.0
MOTHERSON,180.0,1.0,0.0,0.0,0.0,0.0,0.0
MOTHERSON,185.0,1.0,0.0,0.0,0.0,0.0,0.0
MOTHERSON,190.0,1.0,0.0,0.0,0.0,0.0,0.0
MOTILALOFS,0.0,0.0,0.0,0.0,0.0,1.0,1.0
MOTILALOFS,900.0,0.0,1.0,0.0,0.0,0.0,0.0
MOTILALOFS,960.0,0.0,0.0,0.0,1.0,0.0,0.0
MOTILALOFS,1100.0,1.0,0.0,0.0,0.0,0.0,0.0
MPHASIS,0.0,0.0,0.0,0.0,0.0,15.0,1.0
MPHASIS,2200.0,0.0,1.0,0.0,1.0,0.0,0.0
MPHASIS,2250.0,0.0,0.0,0.0,1.0,0.0,0.0
MPHASIS,2300.0,0.0,0.0,0.0,1.0,0.0,0.0
MPHASIS,2350.0,1.0,0.0,0.0,0.0,0.0,0.0
MPHASIS,2400.0,1.0,1.0,0.0,1.0,0.0,0.0
MPHASIS,2450.0,1.0,10.0,0.0,0.0,0.0,0.0
MPHASIS,2500.0,0.0,2.0,0.0,0.0,0.0,0.0
